func_name,noise_std,rep,oracle_family,oracle_r2,dc_family,dc_r2,dc_regret,dc_correct,dc_time_ms,aic_family,aic_r2,aic_regret,aic_correct,aic_time_ms,bic_family,bic_r2,bic_regret,bic_correct,bic_time_ms,cv5_family,cv5_r2,cv5_regret,cv5_correct,cv5_time_ms,cv10_family,cv10_r2,cv10_regret,cv10_correct,cv10_time_ms
linear,0.1,12,linear,0.9746025185450132,linear,0.9746025185450132,0.0,True,6.350600000587292,linear,0.9746025185450132,0.0,True,1.5013000083854422,linear,0.9746025185450132,0.0,True,1.497299992479384,linear,0.9746025185450132,0.0,True,88.12770000076853,linear,0.9746025185450132,0.0,True,147.2382999927504
linear,0.1,13,poly2,0.9617071716313838,linear,0.9617051511604449,2.020470938890462e-06,False,5.780000006780028,linear,0.9617051511604449,2.020470938890462e-06,False,1.5619999903719872,linear,0.9617051511604449,2.020470938890462e-06,False,1.2775000068359077,linear,0.9617051511604449,2.020470938890462e-06,False,78.91080000263173,linear,0.9617051511604449,2.020470938890462e-06,False,141.49660000111908
linear,0.1,14,poly2,0.9832494368916975,linear,0.9830955452942578,0.0001538915974397259,False,8.08580000011716,linear,0.9830955452942578,0.0001538915974397259,False,2.0680999878095463,linear,0.9830955452942578,0.0001538915974397259,False,1.443799992557615,linear,0.9830955452942578,0.0001538915974397259,False,70.16719999955967,linear,0.9830955452942578,0.0001538915974397259,False,165.85849999682978
linear,0.1,15,linear,0.970861401811051,linear,0.970861401811051,0.0,True,6.110399990575388,linear,0.970861401811051,0.0,True,1.474800010328181,linear,0.970861401811051,0.0,True,1.364000010653399,linear,0.970861401811051,0.0,True,77.06100000359584,linear,0.970861401811051,0.0,True,153.21239999320824
linear,0.1,16,poly2,0.9729778899537609,linear,0.9719733111586868,0.0010045787950740959,False,8.065000001806766,linear,0.9719733111586868,0.0010045787950740959,False,1.6328000056091696,linear,0.9719733111586868,0.0010045787950740959,False,1.33940001251176,poly,0.9726220950953192,0.000355794858441727,False,88.59790000133216,poly,0.9726220950953192,0.000355794858441727,False,170.4328999912832
linear,0.1,17,linear,0.9737149619391852,linear,0.9737149619391852,0.0,True,5.844799990882166,poly,0.9733117888815191,0.0004031730576660175,False,1.5204000083031133,linear,0.9737149619391852,0.0,True,1.2841000134358183,poly,0.9726919915790584,0.0010229703601267737,False,115.20539999764878,poly,0.9726919915790584,0.0010229703601267737,False,151.6432999924291
linear,0.1,18,linear,0.9749889856974858,linear,0.9749889856974858,0.0,True,5.90859999647364,poly,0.9732250325776097,0.0017639531198760938,False,1.4570999919669703,linear,0.9749889856974858,0.0,True,1.304099991102703,poly,0.9735517592524101,0.0014372264450757122,False,71.75519999873359,poly,0.9735517592524101,0.0014372264450757122,False,155.5928000016138
linear,0.1,19,spline,0.9687784829413373,linear,0.967185009657297,0.0015934732840402477,False,6.123899991507642,linear,0.967185009657297,0.0015934732840402477,False,1.5149999962886795,linear,0.967185009657297,0.0015934732840402477,False,1.4015000051585957,linear,0.967185009657297,0.0015934732840402477,False,69.04979998944327,linear,0.967185009657297,0.0015934732840402477,False,190.44049999502022
linear,0.1,20,linear,0.9591046052188268,linear,0.9591046052188268,0.0,True,6.066800007829443,poly,0.9566956785277768,0.002408926691049973,False,1.514500007033348,linear,0.9591046052188268,0.0,True,1.3544999965233728,poly,0.95758369699496,0.001520908223866746,False,80.39350000035483,poly,0.95758369699496,0.001520908223866746,False,160.70619999663904
linear,0.1,21,spline,0.9712199803787416,linear,0.9679609091881903,0.0032590711905512437,False,6.17229999625124,linear,0.9679609091881903,0.0032590711905512437,False,1.4778999902773649,linear,0.9679609091881903,0.0032590711905512437,False,1.305300000240095,poly,0.9712199803787415,1.1102230246251565e-16,False,69.85090000671335,poly,0.9712199803787415,1.1102230246251565e-16,False,149.75029999914113
