noise_std,dc_accuracy,aic_accuracy,bic_accuracy,cv5_accuracy,cv10_accuracy
0.1,19.047619047619047,2.857142857142857,5.714285714285714,8.095238095238095,8.095238095238095
0.2,7.6190476190476195,3.3333333333333335,6.190476190476191,23.333333333333332,22.857142857142858
0.5,0.0,3.8095238095238098,7.6190476190476195,17.142857142857142,17.61904761904762
