function,pearson_r,pearson_p,spearman_r,spearman_p,kendall_r,kendall_p,sign_inconsistent,shapiro_stat,shapiro_p,n_outliers,outlier_pct,gap_range,n_samples
sine,-0.008397404807569852,0.8590029336191051,0.03782148718429886,0.42349657695586107,0.03786191536748329,0.23010421914794443,True,0.23001850153557624,2.5261637042594574e-39,98,21.77777777777778,0.2726731597965808,450
