func_name,degree,deltaC,gap,R2_train,R2_test
linear,11,75294.67878775725,0.00656451050627993,0.9700953330540238,0.9635308225477439
linear,12,270162.2955532107,0.006284982590609722,0.970160038997338,0.9638750564067283
linear,13,4031900.6045610467,0.007876121373491363,0.9702501486668975,0.9623740272934062
linear,14,23422334.939991206,0.007474085487771842,0.9702587675505303,0.9627846820627585
linear,15,81569352.63736323,0.007605032160819425,0.9702837701956281,0.9626787380348086
linear,1,0.007989469463588472,-0.0109928556713631,0.9636096628736501,0.9746025185450132
linear,2,0.00896486632347715,-0.010319031118714461,0.9639707958292945,0.9742898269480089
linear,3,0.009796644188737602,-0.009116939877544583,0.9644287997335421,0.9735457396110867
linear,4,0.010797205106512386,-0.009047638303924077,0.9644354446647165,0.9734830829686406
linear,5,0.12292652448513053,-0.00895020446404815,0.9644481218702072,0.9733983263342554
linear,6,2.1034003064432536,-0.009659709972975272,0.9647806814165152,0.9744403913894905
linear,7,30.612929695798172,-0.008872327000173486,0.964810764829525,0.9736830918296985
linear,8,-5.651236503798142,-0.007980223984205392,0.9651850004808631,0.9731652244650685
linear,9,15.07802299483501,-0.006799300201569158,0.9654659555031072,0.9722652557046764
linear,10,974.7773944115173,-0.006802217514246145,0.9654749671723795,0.9722771846866256
linear,11,18028.382844815722,-0.007424997205687012,0.9660055970279011,0.9734305942335881
linear,12,60986.544708468806,-0.007388681722855783,0.9660146813145472,0.9734033630374029
linear,13,330684.415785245,-0.004896294796883804,0.9663923228712843,0.9712886176681681
linear,14,6319004.767788972,-0.004441455355952417,0.9664042533373411,0.9708457086932936
linear,15,7776442.283948723,-0.004401846516820518,0.966424380558324,0.9708262270751445
linear,1,0.006879821581461165,0.011233267040930417,0.9729384182013753,0.9617051511604449
linear,2,0.006721047549328674,0.011232266471796981,0.9729394381031807,0.9617071716313838
linear,3,0.00723822994812906,0.011645054454182291,0.9729868689940865,0.9613418145399042
linear,4,-0.0006896369158591042,0.011889553389918706,0.9731655977290414,0.9612760443391227
linear,5,0.6336661566262203,0.011572065309815693,0.9731771419864994,0.9616050766766837
linear,6,0.9564101068186339,0.01151200456532242,0.9732462038780639,0.9617341993127415
linear,7,5.061277214412522,0.011876176747568246,0.9733961626098107,0.9615199858622424
linear,8,193.85961694649512,0.012541341851455612,0.9734388643548268,0.9608975225033712
linear,9,708.4012826051141,0.013022977936337665,0.9738128247887669,0.9607898468524292
linear,10,46.29453074270111,0.011923161802192661,0.9742066679656024,0.9622835061634097
linear,11,41439.69124936607,0.011953191666955965,0.9742497501299516,0.9622965584629957
linear,12,212490.22802302166,0.011863841084895577,0.9742506258301804,0.9623867847452848
linear,13,997061.1969974722,0.013709185995840478,0.974381911210692,0.9606727252148515
linear,14,1237440.1812957115,0.01388463227087433,0.9743909696956643,0.96050633742479
linear,15,3727623.6776454216,0.017612295385522447,0.9749041336251312,0.9572918382396087
linear,1,0.008315451602907586,-0.011454472172311547,0.9716410731219463,0.9830955452942578
linear,2,0.009186100399401376,-0.011547108252822125,0.9717023286388755,0.9832494368916976
linear,3,0.008710335043542017,-0.011514172938741796,0.9717160317248216,0.9832302046635634
linear,4,-0.020283538597390738,-0.009047774457744628,0.9726614900675465,0.9817092645252912
linear,5,0.052435082884971784,-0.009024085852445074,0.9726700814417621,0.9816941672942072
linear,6,0.12911538070325435,-0.008389822220236542,0.9727752195283786,0.9811650417486152
linear,7,1.6876195881166804,-0.00700644236687642,0.9731052236997189,0.9801116660665953
linear,8,51.13494048574323,-0.0089831951010938,0.9734295523264612,0.982412747427555
linear,9,646.1915076977226,-0.008145446874371465,0.9735983156070054,0.9817437624813768
linear,10,1757.0344775106632,-0.007946264215366927,0.9736005470678538,0.9815468112832207
