function,pearson_r,spearman_r,sign_inconsistent,outlier_pct,gap_range
linear,0.07111847992601153,0.1598587647346407,False,21.555555555555557,0.06662522636751378
quadratic,0.07660897969670122,0.1472888919616064,False,21.555555555555557,0.22739872032989383
cubic,0.06672321135816403,0.13658543169760512,False,21.333333333333332,0.34756378432994905
sine,-0.008397404807569852,0.03782148718429886,True,21.77777777777778,0.2726731597965808
sine_high,-0.007480971792933652,-0.0010984745603681994,False,22.88888888888889,39.16647730316112
exp,0.06699946237866367,0.14161446064754232,False,21.555555555555557,0.0946405980280729
step,0.015874558325584848,0.12467939759373299,False,24.0,1.0587228652451497
abs,0.09490459577642842,0.16804501092186466,False,22.88888888888889,0.8806673762115929
runge,0.08733749256342677,0.17786089478631173,False,21.555555555555557,0.4389283777615426
