function,category,n_train,best_degree,C_train,C_test,deltaC,R2_train,R2_test,gap,d_deltaC,d_gap,d_R2_train,d_R2_test,d2_deltaC,d2_gap,deltaC_ratio
linear,A_smooth,420,10,206.79014058400875,215.60514609940563,8.815005515396876,0.9727748334640114,0.9724218637906101,0.00035296967340125995,4.1584632297965625,3.4657542890109695e-05,3.4657542890109695e-05,0.0,0.3589389576854691,3.329555891646851e-06,-0.11855414369537584
linear,A_smooth,440,10,134.4208546294231,215.60514609940563,81.18429146998253,0.9712833162289789,0.9724218637906101,-0.0011385475616312313,3.6184642977292825,-7.457586175162456e-05,-7.457586175162456e-05,0.0,-0.026999946603364,-5.4616702320867135e-06,9.209783400382522
linear,A_smooth,460,10,53.15454975205147,215.60514609940563,162.45059634735415,0.973163178080476,0.9724218637906101,0.000741314289865902,4.063315243868582,9.399309257485667e-05,9.399309257485667e-05,0.0,0.022242547306964955,8.428447716324062e-06,2.0010102127628895
linear,A_smooth,480,10,151.38160902918474,215.60514609940563,64.22353707022089,0.9735065305856224,0.9724218637906101,0.0010846667950122901,-4.911352963856663,1.7167625257319407e-05,1.7167625257319407e-05,0.0,-0.44873341038626224,-3.841273365876863e-06,0.39534195942806644
linear,A_smooth,500,10,272.54336756833317,215.60514609940563,-56.93822146892754,0.9736201883434275,0.9724218637906101,0.0011983245528173203,-6.0580879269574215,5.682887890251509e-06,5.682887890251509e-06,0.0,-0.057336748155037934,-5.742368683533949e-07,-0.8865631521769393
quadratic,A_smooth,20,10,8039.612137474735,910.0736545734113,-7129.538482901324,0.9576310631933627,0.9072005417652219,0.05043052142814075,,,,,,,
quadratic,A_smooth,40,10,1053.3473396188201,910.0736545734113,-143.2736850454088,0.9336946288427063,0.9072005417652219,0.026494087077484352,349.31323989279576,-0.0011968217175328199,-0.0011968217175328199,0.0,,,0.020095786759412287
quadratic,A_smooth,60,10,1526.638286764717,910.0736545734113,-616.5646321913056,0.9342802016712756,0.9072005417652219,0.027079659906053655,-23.66454735729484,2.9278641428465145e-05,2.9278641428465145e-05,0.0,-18.64888936250453,6.130501794806426e-05,4.303404578418522
quadratic,A_smooth,80,10,8226.96821769344,910.0736545734113,-7316.894563120029,0.9280198634144159,0.9072005417652219,0.020819321649193978,-335.01649654643614,-0.0003130169128429838,-0.0003130169128429838,0.0,-15.567597459457065,-1.711477771357245e-05,11.867197988822959
quadratic,A_smooth,100,10,4129.517225766738,910.0736545734113,-3219.443571193327,0.9190444420385806,0.9072005417652219,0.011843900273358687,204.8725495963351,-0.00044877106879176454,-0.00044877106879176454,0.0,26.994452307138562,-6.787707797439036e-06,0.440001361700709
quadratic,A_smooth,120,10,778.40056315055,910.0736545734113,131.67309142286126,0.9082272494406609,0.9072005417652219,0.001026707675438998,167.55583313080942,-0.0005408596298959844,-0.0005408596298959844,0.0,-1.8658358232762837,-4.604428055210994e-06,-0.040899331984270496
quadratic,A_smooth,140,10,1684.9060889091234,910.0736545734113,-774.832434335712,0.9087567845798148,0.9072005417652219,0.0015562428145928786,-45.325276287928666,2.6476756957694024e-05,2.6476756957694024e-05,0.0,-10.644055470936904,2.8366819342683922e-05,-5.884516160157417
quadratic,A_smooth,160,10,781.8783851545109,910.0736545734113,128.19526941890047,0.9056345883403739,0.9072005417652219,-0.001565953424847999,45.151385187730625,-0.0001561098119720439,-0.0001561098119720439,0.0,4.523833073782964,-9.129328446486897e-06,-0.16544902321855726
quadratic,A_smooth,180,10,2107.873879266537,910.0736545734113,-1197.800224693126,0.9090285668554529,0.9072005417652219,0.0018280250902309447,-66.29977470560132,0.0001696989257539472,0.0001696989257539472,0.0,-5.572557994666598,1.6290436886299556e-05,-9.343560258679315
quadratic,A_smooth,200,10,366.7265931813659,910.0736545734113,543.3470613920454,0.9103051915765225,0.9072005417652219,0.0031046498113005416,87.05736430425857,6.383123605347984e-05,6.383123605347984e-05,0.0,7.667856950492995,-5.2933844850233675e-06,-0.4536207709689233
quadratic,A_smooth,220,10,2151.9225941442705,910.0736545734113,-1241.8489395708593,0.9126909759085153,0.9072005417652219,0.005490434143293421,-89.25980004814524,0.00011928921659964397,0.00011928921659964397,0.0,-8.81585821762019,2.7728990273082066e-06,-2.2855537975843006
quadratic,A_smooth,240,10,4158.138802293223,910.0736545734113,-3248.065147719812,0.9115580713863074,0.9072005417652219,0.0043575296210854875,-100.31081040744763,-5.6645226110396686e-05,-5.6645226110396686e-05,0.0,-0.5525505179651198,-8.796722135502033e-06,2.6155074455692113
quadratic,A_smooth,260,10,269.4280703251053,910.0736545734113,640.645584248306,0.9046534350271406,0.9072005417652219,-0.0025471067380813395,194.43553659840592,-0.00034523181795834135,-0.00034523181795834135,0.0,14.737317350292676,-1.4429329592397232e-05,-0.1972391424162315
quadratic,A_smooth,280,10,636.5371931250517,910.0736545734113,273.53646144835966,0.9058206429549265,0.9072005417652219,-0.0013798988102954324,-18.35545613999732,5.8360396389295353e-05,5.8360396389295353e-05,0.0,-10.639549636920162,2.0179610717381835e-05,0.42697002550842594
quadratic,A_smooth,300,10,1807.8253762007291,910.0736545734113,-897.7517216273178,0.9099067057566074,0.9072005417652219,0.0027061639913854574,-58.56440915378387,0.0002043031400840445,0.0002043031400840445,0.0,-2.010447650689328,7.297137184737457e-06,-3.2820184807311414
